Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
Sri Lanka	LKA	"Insurance and financial services (% of service imports, BoP)"	BM.GSR.INSF.ZS																8.092345079	8.114942529	8.401552064	6.837108452	6.985658144	6.494792756	5.941785761	6.10318388	6.647939006	7.682898121	6.789154807	9.408834262	7.357042314	7.303966857	6.672260937	6.591066984	5.369887591	5.353173658	5.531004791	5.705197571	5.289812406	6.010189172	6.034035811	5.674927252	5.623637257	5.789224313	21.54106453	5.577605252	5.704343124	5.788582082	5.886082217	5.837584235	5.879312002	6.236444822	5.885762311	5.91968914	6.428045318	13.49112791	11.79059567	11.78764235	11.58015463	11.55295543	11.53289689	11.8161142	12.36655416	13.63066122	15.61079251	13.94100774	5.384589151
Sri Lanka	LKA	Trade in services (% of GDP)	BG.GSR.NFSV.GD.ZS																5.036463926	4.899010436	5.049330295	10.4599708	11.46577619	14.4741175	14.46246571	14.28417086	13.64454022	10.9159831	11.75048796	12.56746672	12.89090819	12.70072103	13.0437552	13.43026108	14.54500395	14.88749066	14.59271919	15.41360278	15.49010841	14.17386002	14.43101053	14.42379462	15.18874187	15.6768556	19.71406054	17.25028785	16.36366054	16.62168996	14.86874096	14.2098553	13.52926645	12.31110035	10.49502325	9.527985627	10.47299935	8.997266304	10.6366939	11.30496751	12.29554328	12.94932272	12.86891217	13.73847666	13.59234192	6.229021057	3.795955159	5.415104748	8.805571247
Sri Lanka	LKA	Food production index (2014-2016 = 100)	AG.PRD.FOOD.XD		22.43	23.67	24.68	25.94	24.4	24.45	26.76	27.72	27.42	28.6	28.68	28.05	27.77	30.44	31.78	31.74	32.42	33.74	38.53	40.98	39.66	37.34	41.32	39.61	40.93	40.73	36.12	38.3	36.4	39.77	59.67	52.9	61.13	64.92	66.43	63.36	66.46	67.67	69.62	72.93	70.51	72.76	73.42	72.12	76.59	76.67	75.65	81.92	77.96	95.4	93.06	96.22	102.04	96.87	104.29	98.84	88.82	97.72	99.46	108.5	119.22	99.24	
Sri Lanka	LKA	Rural land area (sq. km)	AG.LND.TOTL.RU.K2																															62496.37847										61978.82792															61386.1325								
Sri Lanka	LKA	Forest area (% of land area)	AG.LND.FRST.ZS																															37.47934939	37.18607878	36.89280816	36.59953755	36.30626694	36.01299633	35.71972572	35.42645511	35.1331845	34.83991389	34.54664328	34.44649976	34.34635624	34.24621273	34.14606921	34.04592569	33.94578217	33.84563865	33.74549514	33.64535162	33.5452081	33.62557806	33.70594801	33.78631797	33.86668793	34.39516585	34.34411	34.29305414	34.25804992	34.20671025	34.15809893	34.10701584		
Sri Lanka	LKA	Urban land area where elevation is below 5 meters (sq. km)	AG.LND.EL5M.UR.K2																															247.8605941										268.672784															276.928623								
Sri Lanka	LKA	Land under cereal production (hectares)	AG.LND.CREL.HA		539171	568096	582457	573881	472886	583713	584108	606910	582000	763084	732973	682632	734307	875379	691085	720940	849810	901205	836292	867782	889293	795759	824826	937257	912657	882311	726403	865221	729393	869766	830505	802603	862816	938132	933651	697613	721837	803160	906530	867548	796560	848790	946340	748720	950200	948663	856543	1110843	999340	1124660	1146945	1131730	1261819	953655	1279888	1215182	844329	1111987	1021215	1144961	1233820	1198727	
Sri Lanka	LKA	Agricultural land (% of land area)	AG.LND.AGRI.ZS		27.47568171	27.22053899	32.84962526	33.53532132	34.38048158	35.16185616	35.95917716	37.01164089	37.12326583	37.20299793	37.29867645	37.39435497	37.49003349	37.58571201	37.61760485	38.20762239	38.79763993	39.37171105	37.61760485	37.45814065	37.45814065	36.61298039	36.80433743	36.85217669	36.91596237	37.09137299	37.21894435	37.26678361	37.31462287	37.29867645	37.34651571	37.37840855	36.99569447	37.04353373	37.09137299	37.10731941	37.12326583	37.13921225	37.39435497	37.47408707	37.49003349	37.56976559	37.79301547	36.83623027	40.02551427	38.90926487	38.11194387	41.38095997	41.62015627	41.77962048	43.53372668	43.69319088	43.69319088	43.69319088	44.26994975	44.43151891	44.59631945	45.44807966	45.44729471	45.45748464	45.45748464		
Sri Lanka	LKA	"Intentional homicides, male (per 100,000 male)"	VC.IHR.PSRC.MA.P5																																																	16.65972847	8.965928272	5.914643738	5.399161649	4.954610859	4.620065089	4.163234795	3.643795005	3.863359541	3.842004452	3.946634776	4.721833485				
Sri Lanka	LKA	"Internally displaced persons, new displacement associated with conflict and violence (number of cases)"	VC.IDP.NWCV																																																		280000									1100	1700				
Sri Lanka	LKA	"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval"	VA.PER.RNK.LOWER																																					30		34.3283577		30.84577179		40.29850769	38.80596924	36.53845978	33.65384674	31.25	29.80769157	28.84615326	29.38388634	28.90995216	26.7605629	26.29108047	25.35211182	22.66009903	30.04926109	37.43842316	37.93103409	37.86407852	36.231884	37.68115997	36.231884	34.29951859	36.27450943
Sri Lanka	LKA	Travel services (% of commercial service exports)	TX.VAL.TRVL.ZS.WT																26.38297872	35.35714286	38.19658862	49.34012749	46.63294172	44.34940709	43.44766676	46.39715022	36.72326567	38.48702884	35.22192754	28.2502792	23.28719128	20.77452128	23.48597322	30.19204011	30.24711794	32.41677833	32.78554862	31.57069309	28.23556683	22.42902698	24.55109539	25.81720709	29.07692947	27.0801748	15.9378678	29.1205311	31.75352721	34.04944632	28.25103608	25.58458565	21.95816949	17.26052286	18.66026154	23.4738378	27.11691145	27.52943525	36.83928117	43.61683937	46.82171407	49.52203346	51.04027196	52.52830199	48.39529151	22.6785215	20.63561652	37.32874703	38.22635498
Sri Lanka	LKA	Commercial service exports (current US$)	TX.VAL.SERV.CD.WT																67074185.96	66571564.44	87631211.12	97471855.56	145231969.4	223306548.5	269170872.1	277434533.4	281804524.8	264217681.8	233936289.9	291426912.1	307577946.4	315960481.4	323808220.5	425005907.7	523550659.6	602432114.1	619120759.4	729059542.1	799889506.7	741220485.4	850306534.8	891519486.2	939541602	915138236.2	1333930000	1247230000	1389200000	1506280000	1518740760	1603700000	1754700000	1981400000	1873500000	2453540000	3061890000	3773213006	4656645473	5573777099	6365963005	7104896884	7689872443	8339558444	7453060220	3009047503	2456454539	3044057704	5409764995
Sri Lanka	LKA	Merchandise exports by the reporting economy (current US$)	TX.VAL.MRCH.WL.CD	372600000	353000000	370600000	358200000	384300000	408100000	351700000	336800000	331200000	315370000	335216000	324160000	323341000	403873000	558412000	556460000	495099000	621942000	844103000	978084000	1039119000	1023755000	996238000	1053746000	1435568000	1264895000	1162650000	1334242000	1458049564	1539932995	1895239741	1987479303	2766576000	2859453687	3199000000	3801000000	4089000000	4629000000	4819869540	4621825850	5302489524	4601894054	4420657004	4962891820	5463435617	6068040737	6523030375	8272100926	8953994023	7932347255	9571476523	11246332422	10085096856	11211175729	10897689010	9744507202	10045959230	11164520331	11486873169	12062980440	10788932557			
Sri Lanka	LKA	Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)	TX.VAL.MRCH.R4.ZS	0.831991412	0.991501416	0.836481382	0.949190396	1.170960187	0.931144327	0.426499858	1.662707838	1.781400966	5.824269905	5.572228056	5.836932379			6.785133557	13.58516335	11.41266696	17.33971978	18.5110111	12.91361478	14.10107986	12.08345747	13.1045995	17.35095554	21.77409917	16.30791489	12.83989163	14.12427431	13.0983719	10.75063232	13.53956145	10.26342353	6.04935487	4.341016826	5.001562988	4.340962904	4.744436292	4.147764096	4.359158028	3.482040112	3.80981888	4.28557365	3.923071974	3.982372056	3.653987362	4.026696962	4.133752313	3.874313562	4.819579474	5.507761977	5.158471442	4.667956204	5.400299291	4.815733711	4.62642447	4.205948751	4.941074253	4.741776111	4.41906394	3.647688506	3.648553162			
Sri Lanka	LKA	Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)	TX.VAL.MRCH.OR.ZS	13.17767042	12.12464589	13.73448462	12.78615299	13.99947957	15.60891938	16.83252772	17.28028504	17.66304348	24.71477947	23.33003198	19.75382527	11.70312457	12.53785225	17.77468966	28.77367645	27.02126241	29.10898444	30.08507256	22.70837679	23.36748727	23.64120322	19.56309637	23.05413259	27.5463092	21.59815637	17.69810347	19.22447352	19.35957058	16.06953892	17.87226859	14.8069322	9.506516358	7.645087749	9.596748984	11.10234149	13.01051602	13.06977749	12.10978814	9.963545468	10.36223782	10.69361131	10.86382218	11.03839485	10.6839205	11.22745923	11.792887	12.10975643	14.37317773	15.6475899	16.54105896	16.83094877	17.06067641	16.45374263	18.27634658	14.54423928	17.28542111	18.93027782	17.32456571	16.7616029	17.96531792			
Sri Lanka	LKA	Ores and metals exports (% of merchandise exports)	TX.VAL.MMTL.ZS.UN			0.321843582	0.326650629	0.4149466	0.376451138	0.476731887	0.543300826	0.564739962	0.674696346	0.696535962	0.760245176	1.45771785		3.928033755	5.278799724	6.273799413	4.955080037	4.788027087	0.928663018	0.847629043	0.82083918	0.860280856	0.806777948	0.903959641	1.056314554	1.640619844	1.145875388			1.5774142	0.695909401	0.778973624	0.755141316	0.645031953					0.228913617	0.27752698	0.300083135	1.867930855	2.85516106	3.120789549	3.617573821	1.824133608	2.101936859	1.654933242	1.411953215	0.875207414	0.611659075	0.757834426	0.621745135	0.555241521	0.537232353	0.597589673	0.778839493		0.738017127	0.552811054	0.681639263	0.677469669	0.599148181
Sri Lanka	LKA	Fuel exports (% of merchandise exports)	TX.VAL.FUEL.ZS.UN			0	0	0	0	0	0	0	0	0	0.255169009	0.435724187		7.506277067	0.046497892	0.493992538	0.381990992	5.883618878	9.68701059	15.39680643	12.8761408	13.13841057	9.309902086	8.791493351	8.998471795	5.822039391	4.902181348			1.471566784	1.3965441	0.534507754	0.630861226	0.701524664					0.432362605	0.50116222	0.428707948	0.304586212	0.018624765	0.150369712	0.008210777	0.116256284	0.028339574	0.021409052	0.029462862	0.157835034	0.440288018	0.359491963	0.316453475	2.638481708	1.808345269	1.600245896	2.558431941		2.859717528	2.737578636	1.927191888	2.254465901	3.225493125
Sri Lanka	LKA	Export volume index (2015 = 100)	TX.QTY.MRCH.XD.WD																					18.36888409	20.31628558	21.26639368	19.23857551	22.41135819	24.5054389	25.98429455	26.85565853	26.30039114	26.71765348	29.98962473	31.57911054	33.19509528	38.65056755	42.39472311	45.12360799	47.22539367	51.96605324	51.42579266	53.50364314	63.87361433	58.97241217	60.88483162	62.86150851	67.7283432	72.3513906	75.02042303	81.67139451	84.39256946	73.6604284	77.85775445	83.34728243	82.45758973	89.76660455	96.86929669	100	99.13434243	106.6450036	107.082756	114.8175185	103.9935242	118.2973877		
Sri Lanka	LKA	Transport services (% of commercial service imports)	TM.VAL.TRAN.ZS.WT																70.31367629	69.47242206	70.86177825	62.203176	67.77707673	61.73085358	57.09382657	55.08171934	57.36352527	56.53139439	59.84684623	57.82797706	58.23464543	59.80213243	62.11522238	64.23911202	59.6865593	60.90081506	58.42530995	57.18566293	58.07708726	58.83115168	59.87041429	59.84930256	58.93993357	61.57362012	48.69975258	56.70365195	58.41403499	60.59870617	61.78777088	62.00783546	62.82339883	66.14772338	62.2881976	65.94305517	69.90523825	47.13136328	40.26995622	40.06088234	39.53781343	38.60916447	38.77847161	38.31171983	37.58954446	49.3699789	30.76494143	37.09487472	36.52227487
Sri Lanka	LKA	Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)	TM.VAL.MRCH.WR.ZS	15.16634051	13.60429015	11.14631336	12.19204043	10.60937121	12.28469288	10.84761681	9.0353072	9.098383119	11.69634892	12.91131363	14.61185831	9.400861631	6.97954101	11.06885006	7.251301204	10.23818054	10.9407956	10.42757987	12.71525592	6.500380053	5.188266866	5.213748048	7.313860683	7.075638849	6.408450704	7.886656911	6.750902808	7.975982244	6.068001547	6.981939367	10.06727573	12.14898641	10.38620511	11.55482042	12.16246374	13.64978903	11.75691026	10.35382636	10.0544424	10.83816144	12.80385691	15.9441052	18.16997143	20.21865786	22.98179589	23.48979906	30.71678003	25.82710614	23.98311064	27.18653462	27.58396321	24.72635907	19.79996638	22.34431034	30.67676351	22.07104311	24.35003874	21.87848405	21.27746604	21.15547901			
Sri Lanka	LKA	Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)	TM.VAL.MRCH.R5.ZS	15.16634051	13.60429015	11.14631336	12.19204043	10.60937121	12.28469288	10.84761681	9.0353072	9.098383119	11.69634892	12.91131363	14.61185831	9.400861631	6.97954101	11.06885006	7.251301204	10.23818054	10.9407956	10.42757987	12.71525592	6.500380053	5.188266866	5.213748048	7.313860683	7.075638849	6.408450704	7.886656911	6.750902808	7.975982244	6.068001547	6.981939367	10.06727573	12.14898641	10.38620511	11.55482042	12.16246374	13.64978903	11.75691026	10.35382636	10.0544424	10.83816144	12.80385691	15.9441052	18.16997143	20.21865786	22.98179589	23.48979906	30.71678003	25.82710614	23.98311064	27.18653462	27.58396321	24.72635907	19.79996638	22.34431034	30.67676351	22.07104311	24.35003874	21.87848405	21.27746604	21.15547901			
Sri Lanka	LKA	Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)	TM.VAL.MRCH.R1.ZS	14.38356164	14.73327688	15.38018433	16.61402401	22.45690702	15.27461813	23.8788448	18.76563803	18.52562346	13.91609567	18.30660673	14.41218978	4.646952323	7.78421708	13.42341461	21.99246329	10.57070775	13.14540822	7.636880717	7.376860813	5.743577306	6.690539586	9.226687812	8.964606577	6.096871129	7.594115078	10.45752777	9.340281526	10.59643471	13.76547138	14.19999781	12.57124358	13.22281732	13.28390597	13.11436673	13.2782861	12.76371308	12.09769027	12.25352816	10.45452568	12.66423011	13.19673809	13.15227386	14.30116142	14.48736248	16.63678625	16.75678383	8.859162909	8.346060211	9.487317682	9.591944584	12.07571168	16.22993142	25.87743556	28.36823241	11.60648144	32.04236446	28.39806531	28.71950749	30.97208171	32.70310905			
Sri Lanka	LKA	Merchandise imports from economies in the Arab World (% of total merchandise imports)	TM.VAL.MRCH.AL.ZS	0.782778865	0.620942704	0.806451613	1.452937461	0.655498908	1.202469938	0.704390702	1.779260495	1.288024116	0.717651949	1.576080807	0.875632864			16.2435598	12.86141388	13.60973025	13.88440553	10.2500991	11.29416831	18.95058132	17.54481158	12.80909167	5.270597412	19.73541195	12.7377443	8.340680839	6.986172668	5.450317401	5.027363339	2.857851337	3.310092149	2.280119788	2.403719969	3.237240076	5.6237447	5.379746835	8.917076865	3.651431203	3.801720547	5.482848518	4.156643835	11.0566627	4.715404998	5.928336894	5.798507894	4.485324998	6.790552178	6.614576429	5.409817536	6.634379979	7.95657192	14.87632624	13.55698189	12.40967416	10.15837777	6.956683581	9.225787206	10.30729238	11.29542987	8.943369702			
Sri Lanka	LKA	ICT goods imports (% total goods imports)	TM.VAL.ICTG.ZS.UN																																									4.48	3.5	3.33	4.64	4.17	4.88	5.18	3.84	4.16	3.23	2.95	3.54	3.72	3.78	3.39	4.22	4.95	4.73		4.64	5.36	6.2	3.01	
Sri Lanka	LKA	Import unit value index (2015 = 100)	TM.UVI.MRCH.XD.WD																					69.2	69.2	66.6	61.2	59.5	60.3	54.1	58.6	66.6	71	80.8	81.6	80.8	77.2	79.9	88.7	90.5	88.7			88.7	83.6	79.6	69.7	74.5	80	88.8	91.8	109.2	93	104.9	128.5	120.6	115.2	113.4	100	94.8	95.9	99.7	95.1	86.3	99.6	109.8	101.1
Sri Lanka	LKA	"Tariff rate, most favored nation, simple mean, primary products (%)"	TM.TAX.TCOM.SM.FN.ZS																															36.43			33.24	33.69			27.82	19.9		16.48	16.2		15.07	16.79	18.01	17.77	17.62	17.46	17.41	17.93	17.83	18.31		16.27	13.29		19.77	25.36	38.25	18.15	13.22		
Sri Lanka	LKA	"Binding coverage, primary products (%)"	TM.TAX.TCOM.BC.ZS																																						69.21	69.75		69.75	69.75		69.15	69.15	69.15	69.15	69.37	69.37	69.37	69.37	69.37	73.35		73.35	73.35		73.35	73.48	73.42	73.42	73.42		
Sri Lanka	LKA	"Tariff rate, most favored nation, simple mean, all products (%)"	TM.TAX.MRCH.SM.FN.ZS																															29.14			25.44	25.54			20.7	11.64		9.96	9.88		9.36	10.43	11.71	11.5	11.4	11.28	11.31	10.41	10.3	10.47		9.65	8.29		10.26	12.25	15.54	9.49	6.45		
Sri Lanka	LKA	"Binding coverage, all products (%)"	TM.TAX.MRCH.BC.ZS																																						40.71	40.5		40.5	40.5		38.15	38.15	38.15	38.15	38.46	38.46	38.46	38.46	38.44	40.67		40.67	40.52		40.52	40.57	40.56	40.56	40.56		
Sri Lanka	LKA	"Tariff rate, most favored nation, simple mean, manufactured products (%)"	TM.TAX.MANF.SM.FN.ZS																															27.06			23.2	23.2			18.64	9.26		8.08	8.07		7.68	8.55	9.85	9.65	9.52	9.41	9.47	8.13	8.02	7.72		7.32	6.6		6.92	7.67	7.67	6.43	4.12		
Sri Lanka	LKA	"Binding coverage, manufactured products (%)"	TM.TAX.MANF.BC.ZS																																						32.45	32.15		32.15	32.15		29.1	29.1	29.1	29.1	29.24	29.24	29.24	29.24	29.22	29.32		29.32	29.11		29.11	29.13	29.13	29.13	29.13		
Sri Lanka	LKA	"International tourism, expenditures (current US$)"	ST.INT.XPND.CD																																				279000000	267000000	280000000	326000000	341000000	383000000	402000000	438000000	462000000	499000000	552000000	666000000	709000000	777000000	735000000	828000000	926000000	1219000000	1808000000	1922000000	2152000000	2295000000	2409000000	2487000000	2436000000	803000000			
Sri Lanka	LKA	"International tourism, receipts for passenger transport items (current US$)"	ST.INT.TRNR.CD																																				141000000	116000000	142000000	139000000	141000000	140000000	134000000	231000000	268000000	295000000	300000000	323000000	365000000	461000000	404000000	468000000	591000000	717000000	791000000	847000000	997000000	1073000000	1158000000	1227000000	1056000000	394000000			
Sri Lanka	LKA	"International tourism, number of arrivals"	ST.INT.ARVL																																				414000	315000	384000	409000	465000	445000	397000	457000	583000	681000	669000	689000	592000	526000	538000	766000	976000	1133000	1415000	1665000	1993000	2168000	2248000	2521000	2027000	540000			
Sri Lanka	LKA	Urban population growth (annual %)	SP.URB.GROW		3.388707854	3.372671157	3.378476476	2.987668542	2.95751731	2.933879839	2.93459191	2.920408439	2.834800401	2.758346918	2.684434001	2.590106206	2.517751792	2.426847697	2.36610911	2.350374775	2.326854991	2.346088817	2.383791259	2.332459088	2.063957359	1.479932057	1.327173519	1.277768445	1.289127755	1.306535665	1.313754819	1.273986972	1.203627476	1.162565941	1.146663354	1.099970639	1.053752716	0.95219172	0.835228068	0.707460779	0.607290301	0.516632807	0.507310222	0.478906056	0.681858299	0.914301676	0.920316547	0.883528168	0.849383746	0.913555097	0.953541432	0.943481795	0.883424117	0.816640695	0.83843364	0.669341063	0.554824166	0.618203409	0.665146746	0.71612975	0.776717478	1.255074242	1.200113165	1.21697057	1.857951759	0.989080403	0.316335684
Sri Lanka	LKA	Completeness of death registration with cause-of-death information (%)	SP.REG.DTHS.ZS																																	75.5					73.5					72.3				81.9																	
Sri Lanka	LKA	"Completeness of birth registration, male (%)"	SP.REG.BRTH.MA.ZS																																																97.4																
Sri Lanka	LKA	"Population, female (% of total population)"	SP.POP.TOTL.FE.ZS	47.26327647	47.38243109	47.49544344	47.6040527	47.70998672	47.81359218	47.9146786	48.01441672	48.11203686	48.20580257	48.29093996	48.36398886	48.43174591	48.4980148	48.56247554	48.62536598	48.6862993	48.74505723	48.80001243	48.85540143	48.91302624	48.9687358	49.02251497	49.0755913	49.130346	49.18739589	49.24624012	49.30990185	49.3797327	49.46061566	49.54153354	49.61621662	49.68772088	49.75036199	49.81096778	49.87822906	49.94956476	50.02112025	50.0936005	50.16041157	50.22290516	50.31416827	50.43154081	50.54580644	50.65409277	50.75627739	50.86063374	50.97176579	51.08791474	51.21005628	51.32811159	51.43179377	51.50376024	51.5518256	51.59731249	51.63772537	51.67587268	51.71202725	51.74423826	51.77357487	51.80221541	51.82160688	51.83821396	51.86029201
Sri Lanka	LKA	Researchers in R&D (per million people)	SP.POP.SCIE.RD.P6																																					188.8808441				135.4702606				138.0919952		92.73039246		97.70658112		104.0018997			107.9933167	97.08262634	104.0826187	105.0385895	104.7121811	104.0600433		104.5511703			
Sri Lanka	LKA	Age dependency ratio (% of working-age population)	SP.POP.DPND	85.07478187	84.62644824	83.93356937	83.17617761	82.61303393	82.12537233	81.51720336	80.88628434	80.24037296	79.51407456	78.71232405	77.84044174	76.86571733	75.74199761	74.4829369	73.24020651	72.17123092	71.25935337	70.49250906	69.89229019	69.39136229	68.94878253	68.38237884	67.61386487	66.8045725	65.97299891	65.0927977	64.15694253	63.18051158	62.28779845	61.46104942	60.59677515	59.70895917	58.69461792	57.47948987	56.20880603	54.95060357	53.80031552	52.84793026	52.0503379	51.3720888	50.78247155	50.32312771	50.00554463	49.75027447	49.54822431	49.40713718	49.36148897	49.40530692	49.50709865	49.61283978	49.716085	50.02410562	50.52147118	51.02481919	51.45569753	51.76123269	52.0065434	52.23323058	52.38770205	52.41623435	52.37236957	52.33365252	52.27952846
Sri Lanka	LKA	"Population ages 75-79, male (% of male population)"	SP.POP.7579.MA.5Y	0.984554606	0.923243377	0.872496848	0.830693195	0.796855109	0.770470058	0.751933163	0.740658358	0.733650221	0.727722881	0.725025897	0.727936909	0.731527808	0.735373472	0.744476679	0.759454195	0.779439388	0.803924206	0.832328078	0.860356418	0.885823059	0.910078389	0.932843821	0.95555294	0.980211968	1.005988062	1.031653481	1.056676508	1.080190463	1.101045105	1.120526138	1.139713945	1.158130364	1.176787976	1.194540438	1.210146592	1.223521874	1.234618111	1.243314077	1.251002592	1.24909958	1.238317952	1.229694341	1.221240945	1.209859291	1.198000422	1.185866182	1.176605394	1.172394376	1.17201994	1.165970122	1.169017202	1.187247401	1.198779912	1.2112241	1.238081108	1.265482051	1.303792395	1.358996318	1.423264052	1.495382225	1.57045788	1.658508286	1.76767315
Sri Lanka	LKA	Population ages 65 and above (% of total population)	SP.POP.65UP.TO.ZS	4.674126188	4.515535069	4.382517209	4.270774399	4.181658464	4.117564809	4.078219981	4.060333378	4.059082547	4.070150795	4.10176346	4.158802793	4.223716104	4.28881002	4.360109302	4.4368046	4.516307134	4.595660621	4.680205584	4.770538406	4.863422039	4.961270927	5.065496546	5.179078315	5.302947804	5.432492159	5.564626659	5.697640541	5.830185779	5.959003566	6.086931983	6.218129357	6.351117654	6.485449321	6.611428077	6.724638287	6.827736883	6.921510766	7.008346489	7.095979111	7.145760488	7.150429896	7.158304168	7.172535821	7.187593748	7.208667071	7.241204716	7.314207732	7.410061081	7.517621221	7.642611247	7.783559648	8.004150135	8.303095864	8.634274407	8.986503183	9.336979581	9.696994848	10.07474499	10.44922221	10.8029791	11.15664748	11.53681066	11.91670626
Sri Lanka	LKA	"Population ages 65 and above, female (% of female population)"	SP.POP.65UP.FE.ZS	4.192528921	4.072297242	3.974098457	3.894405806	3.835173898	3.799075002	3.785712637	3.79218725	3.813513379	3.845152504	3.891768418	3.953780652	4.020938506	4.08963528	4.163455142	4.241601945	4.321610786	4.400747714	4.483922477	4.576054234	4.675432151	4.780975176	4.893238252	5.015815658	5.15162211	5.29739993	5.451350853	5.614845887	5.786521063	5.958439691	6.131836833	6.311008238	6.491876219	6.673997643	6.852932024	7.026276459	7.195139167	7.360032812	7.52159227	7.681517284	7.79762458	7.850099891	7.88846113	7.927253888	7.959437848	7.990858949	8.027682353	8.11044468	8.217523172	8.332578184	8.463112629	8.604525872	8.872056583	9.268248823	9.697358502	10.1412439	10.57621468	11.02384156	11.48910099	11.94422652	12.3749338	12.79722674	13.24597016	13.70044796
Sri Lanka	LKA	"Population ages 60-64, male (% of male population)"	SP.POP.6064.MA.5Y	2.160167072	2.176476578	2.207467947	2.246460061	2.282183234	2.311896379	2.3366168	2.354055891	2.367688611	2.385190422	2.410025045	2.442458956	2.479758844	2.517723093	2.553328698	2.58516168	2.612365326	2.633703512	2.651610357	2.669325795	2.688349723	2.709168149	2.733082783	2.759616776	2.784084118	2.802681836	2.816718337	2.827441078	2.833341774	2.83105754	2.821929514	2.80784678	2.788204391	2.768293279	2.75512947	2.751192772	2.757604988	2.776600169	2.806286132	2.841796999	2.878128935	2.918007503	2.968198962	3.030001626	3.108904076	3.203343344	3.312948101	3.438986137	3.591728611	3.756543827	3.936215289	4.126568391	4.256550339	4.330783572	4.388093246	4.412519459	4.453048253	4.519761961	4.56024526	4.629614066	4.750101446	4.858212179	4.941601084	5.012891972
Sri Lanka	LKA	"Population ages 50-54, male (% of male population)"	SP.POP.5054.MA.5Y	3.53134348	3.558165565	3.590948709	3.625253799	3.654398865	3.677594299	3.695779957	3.706716414	3.713752452	3.72407658	3.739793347	3.760270233	3.783566992	3.806241077	3.825258933	3.836990312	3.841556721	3.840702506	3.831610094	3.80942208	3.776923383	3.736952374	3.691364046	3.647650019	3.613633338	3.591730448	3.583145899	3.590576794	3.611532804	3.638994484	3.672708959	3.716498898	3.770006448	3.835472407	3.917684006	4.018512508	4.137034493	4.273596319	4.407787715	4.502605597	4.56688225	4.649778306	4.751579047	4.8607029	4.990304365	5.111546913	5.225990964	5.343019163	5.436055291	5.53994301	5.674394886	5.783479306	5.856663991	5.913302379	5.914040388	5.886332784	5.844823528	5.80023753	5.792392319	5.792492467	5.78650563	5.825119671	5.878608621	5.874014007
Sri Lanka	LKA	"Population ages 40-44, male (% of male population)"	SP.POP.4044.MA.5Y	5.087463044	5.098857579	5.112519695	5.124484667	5.129050306	5.12334241	5.110605367	5.091836067	5.064696666	5.026257574	4.977306062	4.919167646	4.851510801	4.781770499	4.723646864	4.680905079	4.652168081	4.640610019	4.641547735	4.645758175	4.655175305	4.674963255	4.707673677	4.757379621	4.827456165	4.919795141	5.033943508	5.169955367	5.303512815	5.391430525	5.447094214	5.4978322	5.534952938	5.575364959	5.652959318	5.754566415	5.854090303	5.966315879	6.111010922	6.279020895	6.43967032	6.583661815	6.701761581	6.782104878	6.821713648	6.834209258	6.818192874	6.786233064	6.75509156	6.704603084	6.636692511	6.612255554	6.62339738	6.593736383	6.554171783	6.525964171	6.499831992	6.500469322	6.599594361	6.774360866	6.979533234	7.168267852	7.258893459	7.230443935
Sri Lanka	LKA	"Population ages 30-34, male (% of male population)"	SP.POP.3034.MA.5Y	6.587087004	6.494066232	6.38886181	6.280804513	6.18653009	6.113255912	6.062725549	6.036883049	6.031840205	6.039202198	6.055752034	6.083987599	6.124259273	6.178785482	6.254783466	6.353832741	6.470593798	6.605158674	6.726947639	6.785125194	6.800099446	6.805613574	6.796968116	6.796966053	6.842689637	6.920813615	7.003468729	7.106455465	7.249028667	7.417322775	7.577351807	7.70745494	7.798457834	7.85198697	7.883869548	7.907998544	7.934785193	7.981539292	8.027798261	8.03651678	8.014555442	7.966431845	7.890518013	7.804759626	7.723454495	7.655563731	7.611472338	7.590050781	7.642859565	7.766675326	7.923694137	8.056704029	8.105350921	8.045101017	7.878878076	7.636822564	7.330256296	7.038990279	6.809313347	6.646727695	6.529063545	6.489889723	6.537849212	6.603569143
